"Case ID","Case","Automation","Configurations","Created at","Created by","Description","Estimate","Expected","Folder","Forecast","Issues","Preconditions","Priority","Scenarios (Step)","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"175","User can set preferred time format to 24hr","No","","2024-01-31T03:06:05.231Z","Andrew Kwok","<p>Navigate to organization settings<br />
Find Time Format toggle and set it to 24hr</p>","","<p>The following places display time in 24hr format:</p>
<ul>
<li>Timeline header</li>
<li>Timeline Popover, ETA &amp; ETD</li>
<li>Timeline Popover, order time window</li>
<li>Map Popover, ETA &amp; ETD</li>
<li>Map Popover, order time window</li>
<li>Route Details Panel -&gt; Stop Card, ETA &amp; ETD</li>
<li>Route Details Panel -&gt; Stop Card, order time window</li>
<li>Order Details Panel -&gt; time window</li>
<li>Orders Table, time window</li>
<li>Calendar -&gt; Week View -&gt; Route Card, shift start &amp; end time</li>
<li>Add Route from Template Screen, list route start &amp; end time</li>
<li>Add Route from Template Screen, checkout route start &amp; end time</li>
<li>CSV download, Time window start &amp; end, Arrive at, Start at, Finish by, Completion/skipped time</li>
</ul>
<p>User can also view/edit times using a 24hr format in the following places:</p>
<ul>
<li>Add Order Form, time window</li>
<li>Edit Order Form, time window</li>
<li>Add Route Form, shift start &amp; end time</li>
<li>Edit Route Form, shift start &amp; end time</li>
<li>Workspace Settings &gt; Route Settings &gt; Templates, Shift time</li>
<li>Bulk edit order form, edit time window</li>
</ul>","Display Settings","","","","Normal","","Draft","Passed","2025-08-06T17:20:25.685Z","","","","Case (text)","",""
"176","Dispatchers can manage organization settings","No","","2024-01-31T03:06:05.236Z","Andrew Kwok","","","","Roles / Permissions","","","","Normal","","Draft","Passed","2025-07-15T19:57:25.828Z","","","","Case (text)","",""
"177","Read only users cannot manage organization settings","No","","2024-01-31T03:06:05.238Z","Andrew Kwok","","","","Roles / Permissions","","","","Normal","","Draft","Passed","2025-07-15T19:57:25.828Z","","","","Case (text)","",""
"178","Drivers cannot manage organization settings","No","","2024-01-31T03:06:05.239Z","Andrew Kwok","","","","Roles / Permissions","","","","Normal","","Draft","Passed","2025-07-15T19:57:25.828Z","","","","Case (text)","",""
"1775710","Admin can change user roles","No","","2026-01-06T22:14:27.608Z","Marc","","","","Roles / Permissions","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Admin can change roles for a teammate
  Given a user is an admin in an org
  And a teammate is a member of the org
  When the user updates the teammate's roles
  Then the teammate's roles are updated</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Admin can make other admins
  Given a user is an admin in an org
  And a teammate is a member of the org
  When the user updates the teammate's roles to include admin
  Then the teammate becomes an admin in this org</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Non-admins cannot change roles of teammates
  Given a user is not an admin in an org
  And the user tries to update a role of a user
  Then the user is told that they lack the permission and needs to contact the admin</code></pre>","Draft","","","","","","BDD Feature","2026-01-15T22:42:21.531Z","Marc"
"1835079","Admin can delete users","No","","2026-01-15T22:41:59.981Z","Marc","","","","Roles / Permissions","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Admin can delete drivers
  Given a user is an admin in an org
  And another teammate is a driver of the org
  When the user deletes the teammate
  Then the driver is (soft-)deleted from the org</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Admin can delete users
  Given a user is an admin in an org
  And another teammate is a user of the org
  When the user deletes the teammate
  Then the user is (soft-)deleted from the org</code></pre>","Draft","","","","","","BDD Feature","2026-01-15T22:42:40.068Z","Marc"
"901","User can set optimization preference to exclude toll roads","No","","2024-02-01T07:25:08.734Z","Andrew Kwok","","","","Route Optimization Settings","","","","Normal","","Draft","Passed","2025-08-06T17:21:41.384Z","","","","Case (text)","2024-02-01T07:27:42.340Z","Andrew Kwok"
"902","User can set optimization preference to generate balanced routes","No","","2024-02-01T07:26:52.586Z","Andrew Kwok","","","","Route Optimization Settings","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Organisation opted-into route balancing feature can manage the setting in the web app
	Given that the user's Organisation is whitelisted to access route balancing feature
	When user navigates to the Preferences page
	Then the route balance feature is visible to the user
	And the user is able to toggle the setting to balance by time or orders</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Organisation not opted-into route balancing feature cannot manage the setting in the web app
	Given that the user's Organisation is not part of the whitelisted group or rule
	When user navigates to the Preferences page
	Then the route balance feature should not be visible to the user</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can optimize with balance enabled via API even if their Organisation is whitelisted to access the feature
	Given that the user's Organisation is not part of the whitelisted group
	When user submits an API request to optimize/create endpoint with either visit or time balance enabled
	Then the solution returned by Routific should honour the setting and balance the routes by either time or orders</code></pre>","Draft","Passed","2025-08-06T17:21:35.312Z","","","","BDD Feature","2024-02-21T23:18:11.171Z","Teja Vajha"
"903","User can set optimization preference to exclude ferry routes","No","","2024-02-01T07:27:23.150Z","Andrew Kwok","","","","Route Optimization Settings","","","","Normal","","Draft","Passed","2025-08-06T17:21:46.718Z","","","","Case (text)","",""
"904","User can set default duration for stops with no  user specified duration","No","","2024-02-01T07:28:46.753Z","Andrew Kwok","","","","Route Optimization Settings","","","","Normal","","Draft","Skipped","2025-07-15T19:57:34.654Z","","","","Case (text)","",""
"905","User can set optimization preference to balance number of orders across routes","No","","2024-02-01T07:29:12.598Z","Andrew Kwok","","","","Route Optimization Settings","","","","Normal","","Draft","Skipped","2025-07-15T19:57:34.654Z","","","","Case (text)","",""
"196615","User can set optimization preference to optimize with ga i.e. ""Smart Sequencing""","No","","2024-04-26T16:29:35.254Z","Rodrigo Boos","","","","Route Optimization Settings","","","","Normal","","Draft","Skipped","2025-07-15T19:57:34.654Z","","","","BDD Feature","",""
"888838","Users can view API tokens belong to the organisation","No","","2024-12-11T00:20:38.639Z","Serena Tay","","","","Integrations Management","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can see API tokens provisioned 
	Given a company has API tokens provisioned 
	When a user goes to the integrations view 
	Then they should see all the API tokens created in their organization 
	And the user who created it 
	And when it was created 
	And a nickname assigned to it</code></pre>","Draft","Passed","2025-07-15T19:57:59.143Z","","","","BDD Feature","2024-12-11T00:22:19.589Z","Serena Tay"
"913404","Admin can add API tokens","No","","2024-12-17T20:07:03.358Z","Serena Tay","","","","Integrations Management","","ROUT-13373","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Admin user can generate an API token
	Given a user has an Admin role assigned
	When the user navigates to the Integrations page
	And there are less than 5 tokens provisioned
	Then they should be able to generate a new API token
	And assign a name for the API token</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User with non-Admin role cannot generate API token 
Given a user has any role other than the Admin role 
When the user navigates to the Integrations page 
Then they should not be allowed to generate an API service token for the account</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Admin user is blocked for generating more than 5 tokens 
Given a user has an Admin role assigned 
When the user navigate to the the Integrations page 
And there are already 5 tokens provisioned 
Then the user should be blocked from generating a new API token</code></pre>","Draft","Passed","2025-07-15T19:57:59.143Z","","","","BDD Feature","2024-12-17T20:09:21.778Z","Serena Tay"
"933881","Admin can revoke API tokens","No","","2024-12-20T17:35:21.675Z","Serena Tay","","","","Integrations Management","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Admin user can revoke existing API tokens 
	Given an admin user is logged into v3 dispatcher app 		
	When the user navigates to the integrations page And clicks on the button to revoke an API token 
	Then the token should be revoked 
	And should no longer be visible on the integrations page </code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Revoked token can no longer be used to access data 
	Given previously provisioned API token has been revoked 
	When a user attempts to access data using the revoked token 
	Then the API should return an unauthenticated error</code></pre>","Draft","Passed","2025-07-15T19:57:59.143Z","","","","BDD Feature","2024-12-20T17:36:56.599Z","Serena Tay"
"180","User can download the route data for a given day from a legacy project","No","","2024-01-31T03:06:05.243Z","Andrew Kwok","","","<ul>
<li>Routes for only the selected day are included in the solution</li>
<li>Both published and unpublished routes are included in downloaded solution</li>
<li>Solution includes route information (e.g. route name, driver name, etc. -- full list should be covered in unit tests)</li>
<li>Solution includes order information (e.g. order name, address, load, custom fields, etc.  -- full list should be covered in unit tests )</li>
<li>Solution includes order completion information (e.g. completion time, completion status, notes from driver, etc.)</li>
</ul>","Data Export","","","","Normal","","Draft","Passed","2025-07-15T22:58:44.206Z","","","","Case (text)","",""
"181","Downloaded solution uses preferred distance units","No","","2024-01-31T03:06:05.246Z","Andrew Kwok","<p>User views a day with scheduled routes<br />
User clicks the Download Solution button for that date</p>","","<p>• report is downloaded<br />
• column header reads: “Distance (kms)”<br />
• values in distance column are in kilometers</p>","Data Export","","","","Normal","","Draft","Passed","2025-07-15T22:58:44.206Z","","","","Case (text)","",""
"586681","Downloaded solution contains column for customer order number","No","","2024-08-22T17:02:33.254Z","Brian","","","","Data Export","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User downloads route solution for orders with customer order numbers
	Given the user has some orders with customer order numbers
	When the user schedules the route
	Then they can download the route solution summary csv
	And the route solution summary csv contains an ""Order number"" column
	And the ""Order number"" column contains the customer order numbers
	
Scenario: User downloads route solution for orders with no customer order numbers
	Given the user has some orders with no customer order numbers
	When the user schedules the route
	Then they can download the route solution summary csv
	And the route solution summary csv contains an ""Order number"" column
	And the ""Order number"" column is empty in each row

Scenario: User downloads route solution for orders where some have customer order numbers
	Given the user has some orders with customer order numbers and some with no customer order numbers
	When the user schedules the route
	Then they can download the route solution summary csv
	And the route solution summary csv contains an ""Order number"" column
	And the ""Order number"" column only filled for those orders that have customer order numbers</code></pre>","Draft","Passed","2025-07-15T22:58:44.206Z","","","","BDD Feature","2024-08-26T16:18:28.840Z","Brian"
"611247","Downloaded solution contains start and end depots","No","","2024-08-26T16:18:17.296Z","Brian","","","","Data Export","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User downloads route solution for route with start and end depot
	Given the user has some orders
	And the orders are scheduled in a route with Start and End depot
	When the user schedules the route
	Then they can download the route solution summary csv
	And the route solution summary csv contains a row for the Start Depot
	And the route solution summary csv contains a row for the End Depot
	And the End Depot has an arrival time if the route is completed</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User downloads route solution for route with start depot
	Given the user has some orders
	And the orders are scheduled in a route with Start Depot
	When the user schedules the route
	Then they can download the route solution summary csv
	And the route solution summary csv contains a row for the Start Depot
	And the route solution summary csv does not contain a row for an End Depot</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User downloads route solution for route with an End Depot
	Given the user has some orders
	And the orders are scheduled in a route with an End depot
	When the user schedules the route
	Then they can download the route solution summary csv
	And the route solution summary csv contains a row for the End Depot
	And the End Depot has an arrival time if the route is completed
	And the route solution summary csv does not contain a row for the Start Depot</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User downloads route solution for route with no start or end depot
	Given the user has some orders
	And the orders are scheduled in a route with no start or end depot
	When the user schedules the route
	Then they can download the route solution summary csv
	And the route solution summary csv does not contain a row for an End Depot
	And the route solution summary csv does not contain a row for the Start Depot</code></pre>","Draft","Passed","2025-07-15T22:58:44.206Z","","","","BDD Feature","2024-08-26T16:22:23.106Z","Brian"
"635817","User can download routes data over a date range","No","","2024-09-13T17:54:10.404Z","Peter Kemp","","","","Data Export","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Export route solution within a 31-day date range 
	Given the user has selected a valid date range of 31 days or less 
	And the total number of orders over the range is 2500 or less 
	When the user requests the export 
	Then a spreadsheet with route solution data for the selected date range is downloaded</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution larger than 31 days
	When the user has selected an invalid date range of more than 31 days
    Then an error message is visible
    And the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution with an invalid date format
	When the user has typed in the date in an invalid format
	Then an error message is visible
    And the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution with the end date before start date
	When the user has selected an end date before the start date
	Then an error message is visible
    And the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution with no start or end date
	When the user has selected a range with a missing start or end date
    Then the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution when no routes exist in the date range
	Given the user has selected a range with no routes
	When the user requests the export
    Then an error message is visible
    And the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution when no orders exist in the date range
	Given the user has selected a range with routes that have no orders
	When the user requests the export
    Then an error message is visible
    And the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution when number of orders exceeds 2500
	Given the user has selected a range that contains more than 2500 orders
	When the user requests the export
    Then an error message is visible
    And the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to export route solution when there is no project associated with the routes
	Given the user has selected a range that has routes from deleted projects
	When the user requests the export
    Then an error message is visible
    And the export button is disabled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Export route solution on Safari
	Given the user has selected a valid date range of 31 days or less 
	And the total number of orders over the range is 2500 or less 
	When the user requests the export 
	Then a spreadsheet with route solution data for the selected date range is downloaded</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Routician can export more than 2500 orders
	Given the user has a Routician role
	And the total number of orders in the date range is over 2500
	When the user requests the export 
	Then a spreadsheet with route solution data for the selected date range is downloaded</code></pre>","Draft","Passed","2025-07-15T22:58:44.206Z","","","","BDD Feature","2025-01-07T16:16:42.237Z","Jenya Farris"
"738197","Data export modal is pre-filled with selected date","No","","2024-10-10T23:33:50.718Z","Rashi Malhotra","","","","Data Export","","","","Normal","","Draft","Passed","2025-07-15T22:58:44.206Z","","","","BDD Feature","",""
"760717","Data export modal calendar loads routes indicator without input","No","","2024-10-17T18:46:43.891Z","Brian","","","","Data Export","","","","Normal","","Draft","Passed","2025-07-15T22:58:44.206Z","","","","BDD Feature","",""
"182","Dispatchers can download route data","No","","2024-01-31T03:06:05.251Z","Andrew Kwok","","","","Data Export","","","","Normal","","Draft","Passed","2025-07-14T21:56:03.845Z","","","","Case (text)","",""
"183","Read only users can download route data","No","","2024-01-31T03:06:05.252Z","Andrew Kwok","","","","Data Export","","","","Normal","","Draft","Passed","2025-07-14T21:56:37.778Z","","","","Case (text)","",""
"184","Drivers cannot download route data","No","","2024-01-31T03:06:05.253Z","Andrew Kwok","","","","Data Export","","","","Normal","","Draft","Passed","2025-07-14T21:56:45.472Z","","","","Case (text)","",""
"1730656","Download solution contains barcode data","No","","2025-12-02T01:10:06.355Z","Jamil","","","","Data Export","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Order had no barcode scans
	Given an order had no barcode scans during route execution
	When the route is exported
	Then the Scanned Barcodes column for the order is empty</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Order had a single barcode scan
	Given an order with exactly one barcode scanned during route execution
	When the route is exported
	Then the Scanned Barcodes column contains the scanned barcode value</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Order had multiple barcode scans
	Given an order with multiple barcodes scanned during route execution
	When the route is exported
	Then the Scanned Barcodes column contains all scanned barcode values separated by a comma</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Order had a mix of scanned and unscanned barcodes
	Given an order with multiple barcodes where only some were scanned
	When the route is exported
	Then the Scanned Barcodes column contains only the scanned barcode values</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Order had non-unique barcodes
	Given the order had the same barcode scanned more than once
	When the route is exported
	Then the Scanned Barcodes column includes the barcode value once per scan</code></pre>","Draft","Passed","2025-12-03T00:52:21.357Z","","","","BDD Feature","2025-12-02T01:19:31.597Z","Jamil"
"185","Dispatchers can create optimization requests","No","","2024-01-31T03:06:05.255Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Passed","2025-09-29T21:42:08.730Z","","","","Case (text)","",""
"186","Dispatchers can read completed optimization requests","No","","2024-01-31T03:06:05.256Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:16:10.270Z","","","","Case (text)","",""
"187","Service accounts can create optimization requests","No","","2024-01-31T03:06:05.257Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Passed","2025-07-15T18:07:47.281Z","","","","Case (text)","",""
"188","Service accounts can read completed optimization requests","No","","2024-01-31T03:06:05.258Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Passed","2025-07-15T18:07:51.204Z","","","","Case (text)","",""
"189","Read only users cannot create optimization requests","No","","2024-01-31T03:06:05.260Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:23:53.304Z","","","","Case (text)","",""
"190","Read only users cannot read optimization requests","No","","2024-01-31T03:06:05.261Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:23:56.580Z","","","","Case (text)","",""
"191","Drivers cannot create optimization requests","No","","2024-01-31T03:06:05.262Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:24:51.373Z","","","","Case (text)","",""
"192","Drivers cannot read optimization requests","No","","2024-01-31T03:06:05.264Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:24:54.938Z","","","","Case (text)","",""
"193","Optimization request can be created  with option to minimize routes","No","","2024-01-31T03:06:05.271Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Passed","2025-07-15T18:06:48.102Z","","","","Case (text)","",""
"194","Optimization requests can be created with typed loads and typed capacities","No","","2024-01-31T03:06:05.272Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:20:37.739Z","","","","Case (text)","",""
"195","Optimization requests can be created for routes WITHOUT specified start locations","No","","2024-01-31T03:06:05.274Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:20:32.145Z","","","","Case (text)","",""
"196","Optimization requests can be craeated for routes with specified start locations","No","","2024-01-31T03:06:05.275Z","Andrew Kwok","","","<ul>
<li>If no lat/lngs are provided and only an address is provided for the depot, the depot addresses are geocoded</li>
</ul>","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:19:37.669Z","","","","Case (text)","",""
"197","Optimization request can be created with route templates","No","","2024-01-31T03:06:05.278Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:19:43.366Z","","","","Case (text)","",""
"198","Optimization request can be created specifying bike as transportation mode","No","","2024-01-31T03:06:05.279Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:19:55.936Z","","","","Case (text)","",""
"199","Optimization request can be created specifying car as transportation mode","No","","2024-01-31T03:06:05.281Z","Andrew Kwok","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Skipped","2025-07-15T17:20:01.503Z","","","","Case (text)","",""
"200","Webhook can be sent when optimization request completes","No","","2024-01-31T03:06:05.282Z","Andrew Kwok","<ul>
<li>Create an optimization request via the /optimize/create planning-service API endpoint</li>
</ul>","","<ul>
<li>A payload should be sent to your webhook endpoint when the optimization is complete</li>
<li>The payload should have the following format:<br />
{<br />
""actionUuid"": ""27cee08c-343b-4ddd-9b39-3b0f3dd3c5ff"",<br />
""actionName"": ""OptimizeDate"",<br />
""error"": null,<br />
""status"": ""finished""<br />
}</li>
</ul>","Optimizing Routes (/optimize endpoint)","","","","Normal","","Draft","Passed","2025-07-15T18:27:57.790Z","","","","Case (text)","",""
"143366","Optimization is blocked after user usage limit is exceeded","No","","2024-04-09T20:05:32.042Z","Julio Renner","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","<p>Trigger a request to the <code>/optimize/create</code> endpoint, you may use the attached payload.</p><p> </p><p>The request should <strong>succeed</strong> (considering the user usage is untouched)</p>
<p>Trigger a follow-up request with a different set of stops. The previous payload had 100 stops, therefore, the second payload should exceed the user usage limits.</p><p>The request should <strong>fail </strong>with a usage limit error and status code 403.</p><p>Be aware that updating usage limits is an async and not guaranteed operation, therefore, you may face some flakiness. You may try to do some additional requests and also check user usage if the tests fail.</p>","Draft","Skipped","2025-07-15T17:22:53.490Z","","","","BDD Feature","2024-04-09T20:15:26.412Z","Julio Renner"
"933880","Optimization read don't show routeSchedule if rate limiter is reached","No","","2024-12-20T00:09:54.867Z","Rodrigo Boos","","","","Optimizing Routes (/optimize endpoint)","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Rate limiter blocks a request when exceeding the limit 
  
  Given the RateLimiter service is configured with a limit of 4 requests per 60 seconds 
  And the user has made 4 requests for the same action_uuid in the last 60 seconds
  When the user makes another GET /optimize API call with the action_uuid 
  Then the RateLimiter service increments the count for the action_uuid 
  And the RateLimiter response indicates the request is not allowed 
  And the API returns a 429 Too Many Requests error 
  And the error response body includes a message like: { ""msg"": ""Failed to poll for {action_uuid} solution, the limit of requests per minute was reached. You could try again in X seconds."" }</code></pre>","Draft","Failed","2025-07-15T18:35:25.957Z","","","","BDD Feature","2024-12-20T01:17:50.295Z","Andrew Kwok"
"12267","User can add orders to a specific workspace","No","","2024-02-13T17:36:51.508Z","Teja Vajha","","","","Orders","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can add orders to a workspace using a API-user token
	Given a user has access to an API token with only an API-user role associated with it
	When a User makes a REST API request to create new order within an existing workspace
	Then an order is created within the specified workspace and is in an unscheduled state.
	And an Orders Created analytics event is NOT triggered</code></pre>","Draft","Passed","2025-10-31T14:48:45.175Z","","","","BDD Feature","2025-10-29T02:49:55.469Z","Teja Vajha"
"12268","User can update an order's details provided an orderId","No","","2024-02-13T19:27:10.992Z","Teja Vajha","","","","Orders","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can update an order using a API-user token
	Given a user has access to an API token with only an API-user role associated with it
	When a user makes a REST API request to update properties of an existing order that is in an unscheduled state
	Then the properties of the order are updated</code></pre>","Draft","Skipped","2025-07-15T17:40:03.831Z","","","","BDD Feature","2024-05-03T08:07:12.866Z","Teja Vajha"
"12269","User can fetch the details of an order given its orderId","No","","2024-02-13T19:27:42.146Z","Teja Vajha","","","","Orders","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can view details of an order using an API-user token
	Given a user has access to an API token with only an API-user role associated with it
	When a user makes a REST API request to view details of an existing order
	Then the response of an API request contains the details of the order</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Signature is returned via API when available 
	Given the order has a signature captured during delivery  
	When the user requests the order info via the API (orders endpoint)
	Then the signature is returned under the proofOfDelivery field</code></pre>","Draft","Skipped","2025-07-15T17:40:09.928Z","","","","BDD Feature","2024-12-02T20:07:51.666Z","Julio Renner"
"12270","Orders uploaded without lat/lng information are automatically geocoded","No","","2024-02-13T19:28:25.519Z","Teja Vajha","","","","Orders","","","","Normal","","Draft","Skipped","2025-07-15T17:43:09.604Z","","","","BDD Feature","",""
"12271","Orders are validated to consist atleast one of address or lat/lng fields","No","","2024-02-13T19:29:54.732Z","Teja Vajha","","","","Orders","","","","Normal","","Draft","Skipped","2025-07-15T17:43:15.418Z","","","","BDD Feature","",""
"860166","User can fetch POD details of an order","No","","2024-11-27T20:38:31.436Z","Teja Vajha","","","","Orders","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can fetch POD images of an order via API
	Given a user has access to POD url
	When a user makes a REST API request to fetch the POD url
	Then the response of an API request contains the POD image for the order requested</code></pre>","Draft","Skipped","2025-07-15T17:38:26.138Z","","","","BDD Feature","2024-11-27T20:42:30.699Z","Teja Vajha"
"12272","User can publish all available routes for a given day under a workspace","No","","2024-02-13T19:38:10.137Z","Teja Vajha","","","","Publish","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can add orders to a workspace using a API-user token
	Given a user has access to an API token with only an API-user role associated with it
	When a User makes a REST API request to publish all available routes in a workspace
	Then the response contains an actionUuid that can be used track the status of publishing routes</code></pre>","Draft","Skipped","2025-07-15T17:44:16.137Z","","","","BDD Feature","2024-05-03T08:45:34.974Z","Teja Vajha"
"12273","User can fetch the status of publishing routes action","No","","2024-02-13T19:38:50.961Z","Teja Vajha","","","","Publish","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can add orders to a workspace using a API-user token
	Given a user has access to an API token with only an API-user role associated with it
	When a User makes a REST API request to view the status of publishing routes
	Then the response shows the publishing status for each route.</code></pre>","Draft","Skipped","2025-07-15T17:44:29.643Z","","","","BDD Feature","2024-05-03T08:57:19.761Z","Teja Vajha"
"12266","User is notified once a scheduling action has been processed","No","","2024-02-13T17:34:07.923Z","Teja Vajha","","","","Webhooks","","","","Normal","","Draft","Passed","2025-07-15T19:47:30.276Z","","","","BDD Feature","",""
"631722","User can fetch routes on a specified day","No","","2024-09-11T20:49:14.789Z","Serena Tay","","","","Routes","","ROUT-12124","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can fetch routes on a specified day
	Given the workspace contains routes on the given day
	When the routes endpoint is called
	Then the response should return the first 50 routes with a 200 OK status
	And each route should have the latest stats matching the platform UI</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User gets successful response with no routes on a day
	Given the workspace contains no routes on the given day
	When the routes endpoint is called
	Then the response should return no routes with a 200 OK status</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can fetch more than 50 routes
	Given the workspace contains more than 50 routes on the given day
	When the routes endpoint is called
	And a page number is provided
	Then the response should return the routes corresponding to that page with a 200 OK status
	And each route should have the latest stats matching the platform UI</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">

Scenario: User gets auth error without token
	Given the user does not provide an authentication JWT token
	When the routes endpoint is called
	Then the response should return 401 (unauthenticated)</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User gets auth error with token that lacks permissions
	Given the user provides a JWT token with no permissions to view route data
	When the routes endpoint is called
	Then the response should return 403 (unauthorized)</code></pre>","Draft","Skipped","2025-07-15T17:49:37.161Z","","","","BDD Feature","2025-07-23T16:41:24.827Z","Teja Vajha"
