Case ID,Case,Created at,Folder,Scenarios (Step),State
558020,User can see the completion status of a route,2024-08-15T14:37:24.779Z,Publishing Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Driver provides a departed status on a stop on the route
	Given a driver stop update
	When all stops on the route have a ""departed"" log status
	Then we should flag the route as ""finished""
	And send an event from the routes domain indicating this
	
</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: The route has been marked as finished
	Given The system updates the route as finished
	When all stops on the route have a ""departed"" log status
	Then the ""dispatcher app"" UI should show the progress bar on the route card as full
	And a check-mark on the progress bar
</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: The route has been marked as finished
	Given The system updates the route as finished
	When all stops on the route have a ""departed"" log status
	Then the ""driver app"" UI should move the route to the history tab </code></pre>",Draft
789380,Get warning upon publishing routes to driver with pending invites,2024-10-23T22:35:14.089Z,Publishing Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Publish route to a driver with pending invite
	Given the user assigned a driver whose invite is pending
	When user publishes that route to the driver
	Then they are shown a warning that the driver will not be able to view the route until accepting the invite from the mobile app</code></pre>",Draft
852,Route templates can be configured with a route limit,2024-01-31T06:16:30.959Z,Route Template Management,,Draft
853,Route templates can be configured with no route limit,2024-01-31T06:16:42.612Z,Route Template Management,,Draft
854,User can create a new route template,2024-01-31T06:30:36.038Z,Route Template Management,,Draft
855,User can edit a route template,2024-01-31T06:30:40.016Z,Route Template Management,,Draft
856,User can delete a route template,2024-01-31T06:30:44.587Z,Route Template Management,,Draft
6101,Template is created automatically when none exist,2024-02-12T18:08:55.152Z,Route Template Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Automatically create a new template to enable scheduling when none exist in a workspace
  Given no templates exist in a workspace
  When a user opens the scheduling subflow
  Then a new template is automatically created with default values</code></pre>",Draft
777094,User creates route templates through the onboarding modal,2024-10-21T16:06:03.912Z,Route Template Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User creates route template from onboarding modal
	Given the user has just made an account or a new workspace
	When they see the onboarding modal
	And submit with all mandatory fields filled out
	Then they see can see a route template in their workspace settings with the data they provided</code></pre>",Draft
113,Dispatchers can manage routes,2024-01-31T03:06:05.077Z,Roles / Permissions,,Draft
114,Read only users cannot manage routes,2024-01-31T03:06:05.078Z,Roles / Permissions,,Draft
115,Drivers cannot manage routes,2024-01-31T03:06:05.079Z,Roles / Permissions,,Draft
122870,Routicians are not subject to freemium limits,2024-03-20T18:22:56.827Z,Roles / Permissions,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Routician users are not blocked by free plan limit
  Given a user has a Routician role
  When they schedule orders
  Then they get an optimized solution</code></pre>",Draft
122871,Cypress users are not subject to freemium limits,2024-03-20T18:23:40.145Z,Roles / Permissions,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Cypress users are not blocked by free plan limit
  Given a cypress test is running
  And the user running the test has an @routific.com email address
  When the user schedules orders
  Then they get an optimized solution</code></pre>",Draft
1835093,Create customers,2026-01-21T16:34:08.873Z,Customer Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Create single customer 
	Given the user has permisson to create customers
	And they are in the customer creation flow
	When the user submits customer creation request with at least name and address
	Then a customer is created with the information user provided
	And the user is updated about the success/failure of the customer creation</code></pre>",Draft
1794137,View customers and their details,2026-01-08T21:20:49.468Z,Customer Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: No customers exist for the org
	Given there are no existing customerfor this company
	When users open the customer section
	Then they are shown an empty state 
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Customers already exist for the org
	Given the user already has created customers (from v2 or v3)
	When users open the customer section
	Then they can view all the customers listed in a table view
	And ALL the standard fields are visible in the table
	And ALL the created custom fields are visible in the table</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: View details for selected customer
	Given the user already has existing customers in their org
	When they select a customer from the customer table
	Then they can view detail information about the selected customer including ALL standard and ALL custom fields </code></pre>",Draft
1835080,Add order from customer profile,2026-01-17T00:26:59.025Z,Customer Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Quick create order from customer table
	Given the user has the necessary permisson to create orders
	And they have some existing customer profile
	When they hover on a row in the customer table
	And select the Add order option
	Then an unscheduled order for that customer is created
	And user is provided feedback about upon successful order creation
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Create Order via Customer Details Panel
	Given the user has the necessary permisson to create orders
	And they have some existing customer profile
	When they open the details panel for a customer
	And select Create Orders
	Then an unscheduled order for that customer is created
	And user is provided feedback about upon successful order creation
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Create Order - Permission Denied
	Given the user does not have required permisson to create orders
	When they try to create orders from customer profile via customer table quick add or details panel
	Then the user is blocked from order creation (button is blocked)
	And given feedback that they do not have requried permisson (via the hover state of button)</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: View the order created from a customer profile
	Given the user successfully created an order from a customer profile
	When they click on the link in the success notification
	Then they are navigated to the Routes page
	And the unscheduled view is opened</code></pre>",Draft
116,User can invite a new user to their org as a driver,2024-01-31T03:06:05.081Z,Driver Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Send driver invite to an email that does not have a Routific account
	Given the input email does not have an existing routific account
	When the user adds the driver
	Then a pending driver invite is created for that email
	And the recipent gets an email with a download link to the mobile app</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Send driver invite to an email that that already has a Routific account with only DRIVER role 	
	Given the input email already has an existing routific account but ONLY with DRIVER role
	When the user adds the driver
	Then a pending driver invite is created for that email
	And the recipent gets an email with a download link to the mobile app</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to driver invite to an email that already has a pending invite
	Given the input email already has an a pending invite ( DRIVER/DISPATCHER/VIEW_ONLY)
	When the user attemps to add the driver
	Then they are blocked
	And shown error message on the UI</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Attempt to driver invite to an email that already has a Routific account with non DRIVER role
	Given the input email already has an existing Rourific account with a non-DRIVER role ( DRIVER/DISPATCHER/VIEW_ONLY)
	When the user attemps to add the driver
	Then they are blocked
	And shown error message on the UI</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Driver receives invite
	Given a dispatcher has invited a new user as a driver
	When the driver receives the invite email
	Then the name of the sender of the invite email should be 'Routific'
	And the email contains a link to download the mobile app</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Accessing drivers page from driver assignment flow
	Given a user is viewing a route
	And has the driver assignment component open
	And has no drivers in their company
	When clicking on the shortcut to add drivers
	Then they should be taken to the driver's page</code></pre>",Active
117,User can grant an existing user in their org a driver role,2024-01-31T03:06:05.082Z,Driver Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Showing existing users in org when adding drivers when a user in your org has an undefined email

  Given Fry has a user account under Planet Express
  And Fry is not a driver for Planet Express
  And Leela has a a user account with an null email
  When Bender tries to add Fry as a driver
  Then Fry's name should appear as an option to select</code></pre>",Draft
118,User can view added drivers,2024-01-31T03:06:05.083Z,Driver Management,,Draft
119,User can edit driver nickname,2024-01-31T03:06:05.084Z,Driver Management,,Draft
120,User can see which drivers have pending invites,2024-01-31T03:06:05.086Z,Driver Management,,Draft
121,User can resend any pending driver invites,2024-01-31T03:06:05.087Z,Driver Management,,Draft
122,User can see which drivers have accepted invites,2024-01-31T03:06:05.088Z,Driver Management,,Draft
979,User cannot see deleted drivers in their driver list,2024-02-09T22:45:30.802Z,Driver Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Viewing drivers list with deleted drivers

  Given deleted drivers exist in the org
  When the user goes to the driver list view
  Then the deleted drivers should not be visible  </code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Navigating to driver list view from a route that was assigned to a deleted driver

  Given deleted drivers was assigned to a route
  And the user is viewing that route
  When the user goes to the driver list view
  Then the deleted driver should not be visible</code></pre>",Active
123,Dispatchers can manage drivers,2024-01-31T03:06:05.090Z,Roles / Permissions,,Draft
124,Read only user cannot manage drivers,2024-01-31T03:06:05.091Z,Roles / Permissions,,Draft
125,Users with only driver role cannot manage drivers,2024-01-31T03:06:05.092Z,Roles / Permissions,,Draft
126,Dispatchers can view added drivers,2024-01-31T03:06:05.093Z,Roles / Permissions,,Draft
127,Read only users can view added drivers,2024-01-31T03:06:05.095Z,Roles / Permissions,,Draft
128,Drivers cannot view added drivers,2024-01-31T03:06:05.096Z,Roles / Permissions,,Draft
108,User cannot see driver's location when route has not started,2024-01-31T03:06:05.065Z,Tracking Driver Location,,Draft
883,User can see driver's live location when route has started,2024-01-31T09:04:16.001Z,Tracking Driver Location,,Draft
112,User cannot see driver's location when route has finished,2024-01-31T03:06:05.072Z,Tracking Driver Location,,Draft
109,User can see driver location's live location,2024-01-31T03:06:05.066Z,Tracking Driver Location,,Draft
110,User can see driver's last known location when not receiving location updates,2024-01-31T03:06:05.069Z,Tracking Driver Location,,Draft
111,User can determine when no location updates are being sent from driver,2024-01-31T03:06:05.071Z,Tracking Driver Location,,Draft
98294,Recipient can reply received Customer Notification,2024-03-12T20:00:23.381Z,Customer Notifications,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User hits reply to the customer notification email 
  Given the user opened a customer notification email sent to them.
  When the customer pushes the reply function
  Then a new email should be created with to field populated with the email from the reply to field.</code></pre>",Draft
240691,Routician can see when SMS notifications fail to be delivered,2024-05-07T20:05:27.597Z,Customer Notifications,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Failed Notifications from Twilio

  Given a notification to a unreachable phone number
  When Twilio notifies us the message was not delivered
  Then an error is logged
  And includes relevant &lt;context&gt;

  Examples:
  
  | context         |
  |-----------------|
  | user            |
  | project         |
  | order           |
  | error code      |
  | error message   |</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Failed Notifications from Telnyx

  Given a notification to a unreachable phone number
  When Telnyx notifies us the message was not delivered
  Then an error is logged
  And includes relevant &lt;context&gt;

  Examples:
  
  | context         |
  |-----------------|
  | user            |
  | project         |
  | order           |
  | error code      |
  | error message   |
  | body            |</code></pre>",Draft
431089,Email templates with url inside tags are not delivered,2024-06-27T21:02:55.835Z,Customer Notifications,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Email template with url in notes should get rejected
	Given an order has a url in the notes field 
	And email notifications are enabled on the user's account with all notification types containing the notes tag
	When the order is dispatched
	And the order goes through the delivery lifecycle
	Then all email notifications for the order with a url in notes are blocked by Routific</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Email template with url in stop_name should get rejected
	Given an order has a url in the stop_name field 
	And email notifications are enabled on the user's account with all notification types containing the stop_name tag
	When the order is dispatched
	And the order goes through the delivery lifecycle
	Then all email notifications for the order with a url in stop_name are blocked by Routific</code></pre>",Draft
162,Customer notifications can be disabled,2024-01-31T03:06:05.200Z,Customer Notification Settings,,Draft
163,Users can select delivery method for customer notifications,2024-01-31T03:06:05.204Z,Customer Notification Settings,,Draft
164,User can send email notifications to customers with valid email addresses,2024-01-31T03:06:05.206Z,Customer Notification Settings,,Draft
165,User can send SMS notifications to customers with valid phone numbers,2024-01-31T03:06:05.207Z,Customer Notification Settings,,Draft
166,User can send customer notifications that include delivery tracking links,2024-01-31T03:06:05.208Z,Customer Notification Settings,,Draft
167,Dispatchers can manage customer notification settings,2024-01-31T03:06:05.211Z,Customer Notification Settings,,Draft
168,Read only users cannot manage customer notification settings,2024-01-31T03:06:05.212Z,Customer Notification Settings,,Draft
169,Drivers cannot manage customer notification settings,2024-01-31T03:06:05.214Z,Customer Notification Settings,,Draft
170,SMS template can be previewed,2024-01-31T03:06:05.215Z,Customer Notification Settings,,Draft
171,Email template can be previewed,2024-01-31T03:06:05.216Z,Customer Notification Settings,,Draft
917503,User can see when a customer won’t get an SMS because the phone number on an order is a landline,2024-12-18T20:00:16.600Z,Customer Notification Settings,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User is adding or editing an order via form
	When Customer notifications is enabled
	And SMS is the delivery method
	And user is adding or editing an order via form
	And a landline is provided as the phone number
	Then the user sees an affordance informing the phone number is a landline 
	And the notifications to that number won't be sent.</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User is visualizing an order
	When Customer notifications is enabled
	And SMS is the delivery method
	And user visualizes an order via Order Detail Panel or Order Table Panel
	And a landline is provided as the phone number
	Then the user sees an affordance informing the phone number is a landline 
	And the notifications to that number won't be sent.</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User is visualizing an order but SMS is not the delivery method
	When Customer notifications is enabled
	But SMS is not the selected delivery method
	And user visualizes an order via Order Detail Panel or Order Table Panel
	And a landline is provided as the phone number
	Then no affordance informing about landlines is displayed.</code></pre>",Draft
129,Delivery scheduled notifications are sent when publishing a route,2024-01-31T03:06:05.097Z,Delivery Scheduled Notification,,Draft
130,Delivery scheduled notifications can be disabled,2024-01-31T03:06:05.099Z,Delivery Scheduled Notification,,Draft
131,Delivery scheduled notifications are sent when republishing a route,2024-01-31T03:06:05.100Z,Delivery Scheduled Notification,,Draft
132,Delivery scheduled notifications are not sent for orders scheduled in the past,2024-01-31T03:06:05.105Z,Delivery Scheduled Notification,,Draft
133,Delivery scheduled notifications can contain dynamic template variables,2024-01-31T03:06:05.109Z,Delivery Scheduled Notification,,Draft
134,Scheduled delivery time window cannot be earlier than scheduled route start time,2024-01-31T03:06:05.114Z,Delivery Scheduled Notification,,Draft
917499,Notification to landline phone number is not sent,2024-12-18T19:56:49.657Z,Delivery Scheduled Notification,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Delivery scheduled notification is not sent to landline phone numbers
	When Customer Notifications is enabled
	And SMS is the Delivery Method
	And Delivery scheduled notification type is enabled
	And the route is published
	And the route includes an order with a landline phone number
	Then the SMS will not be sent to that number.</code></pre>",Draft
135,Driver on the way notification can be sent to customer,2024-01-31T03:06:05.118Z,Driver on the Way Notification,,Draft
136,Driver on the way notifications can be disabled,2024-01-31T03:06:05.120Z,Driver on the Way Notification,,Draft
137,Driver on the way notification timing should be updated as route timings change,2024-01-31T03:06:05.121Z,Driver on the Way Notification,,Draft
138,Driver on the way notifications should not be sent for unscheduled orders,2024-01-31T03:06:05.126Z,Driver on the Way Notification,,Draft
139,Driver on the way notifications can contain dynamic template variables,2024-01-31T03:06:05.130Z,Driver on the Way Notification,,Draft
140,Driver on the way notifications are not sent after a delivery completed notification is sent,2024-01-31T03:06:05.135Z,Driver on the Way Notification,,Draft
141,Driver on the way notifications are not sent after a delivery missed notification is sent,2024-01-31T03:06:05.139Z,Driver on the Way Notification,,Draft
917500,Notification to landline phone number is not sent,2024-12-18T19:57:51.503Z,Driver on the Way Notification,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Driver on the way notification is not sent to landline phone numbers
	When Customer Notifications is enabled
	And SMS is the Delivery Method
	And On the way notification type is enabled
	And the driver starts the route
	And the route includes an order with a landline phone number
	And the threshold to fire the DoW notification is met
	Then the SMS will not be sent to that number.</code></pre>",Draft
142,Delivery completed notification is sent when order is completed,2024-01-31T03:06:05.144Z,Delivery Completed Notification,,Draft
143,Delivery completed notifications can be disabled,2024-01-31T03:06:05.145Z,Delivery Completed Notification,,Draft
144,Delivery completed notifications can contain dynamic template variables,2024-01-31T03:06:05.155Z,Delivery Completed Notification,,Draft
145,Delivery completed notification is not sent when updating the order status from MISSED to DELIVERED,2024-01-31T03:06:05.160Z,Delivery Completed Notification,,Draft
917501,Notification to landline phone number is not sent,2024-12-18T19:58:31.449Z,Delivery Completed Notification,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Delivery Completed notification is not sent to landline phone number
	When Customer Notifications is enabled
	And SMS is the Delivery Method
	And Delivery completed is enabled
	And the driver completes an order
	And this order includes a landline phone number
	Then the SMS will not be sent to that number.</code></pre>",Draft
146,Delivery missed notification is sent when order is marked as missed,2024-01-31T03:06:05.161Z,Delivery Missed Notification,,Draft
147,Delivery missed notifications can be disabled,2024-01-31T03:06:05.162Z,Delivery Missed Notification,,Draft
148,Delivery missed notifications can contain dynamic template variables,2024-01-31T03:06:05.167Z,Delivery Missed Notification,,Draft
917502,Notification to landline phone number is not sent,2024-12-18T19:58:35.458Z,Delivery Missed Notification,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Delivery Missed is not sent to landline phone number
	When Customer Notifications is enabled
	And SMS is the Delivery Method
	And Delivery missed is enabled
	And the driver misses an order
	And this order includes a landline phone number
	Then the SMS will not be sent to that number.</code></pre>",Draft
149,User can create a new workspace,2024-01-31T03:06:05.171Z,Workspace Management,,Draft
150,User can delete a workspace,2024-01-31T03:06:05.173Z,Workspace Management,,Draft
151,User can edit workspace names,2024-01-31T03:06:05.174Z,Workspace Management,,Draft
152,"User cannot delete ""Legacy"" workspace",2024-01-31T03:06:05.175Z,Workspace Management,,Draft
153,User can change workspaces,2024-01-31T03:06:05.177Z,Workspace Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Changing to a workspace with an existing route template
    Given I am a user with permission to create route templates
    And the workspace has at least one existing route template
    When I switch to that workspace
    Then the onboarding template setup modal should not appear</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Changing to a workspace with no existing route templates
    Given I am a user with permission to create route templates
    And the workspace has no existing route templates
    When I switch to that workspace
    Then a onboarding template setup modal should appear</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Changing to a workspace without permission to create route templates
    Given I am a user without permission to create route templates
    And the workspace has no existing route templates
    When I switch to that workspace
    Then the onboarding template setup modal should not appear</code></pre>",Active
154,User can view list of created workspaces,2024-01-31T03:06:05.178Z,Workspace Management,,Draft
155,Upon logging in user is taken to last opened workspace,2024-01-31T03:06:05.179Z,Workspace Management,,Draft
102395,User can access workspace settings,2024-03-14T21:25:22.287Z,Workspace Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Workspace settings inaccessible when workspace not selected

	Given a user has not selected a workspace
	When the user tries to access workspace settings
	Then the workspace settings is inaccessible
	And the user should be prompted to select a workspace</code></pre>",Active
265258,Smart Sequencing setting is localized per workspace,2024-05-09T22:26:58.836Z,Workspace Management,"<pre><code class=""editor-plain language-plain code-block"">Given there are two workspaces where Smart Sequencing setting is disabled
When a dispatcher enables the setting for one of the workspaces
Then the other workspace should not be affected
And ""Smart Sequencing"" setting should remain disabled.</code></pre>",Draft
265259,Smart Sequencing setting is disabled by default when new workspace is created,2024-05-09T22:29:47.502Z,Workspace Management,"<p>When a dispatcher creates a brand new workspace<br />Then the ""Smart Sequencing"" setting under the new workspace is in a disabled state</p>",Draft
909309,User can optimize routes with time of day predicted traffic,2024-12-16T18:32:43.938Z,Workspace Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: ""Schedule All"" assigns unserved orders to existing routes  
 Given there are unserved orders in the ""unscheduled orders"" tray  
 And existing routes are available for scheduling  
 When the user triggers ""Schedule All""  
 Then the system schedules the unserved orders into the existing routes  
 And the routes' schedules are updated to reflect the newly assigned orders  
 And the ""unscheduled orders"" tray is updated to remove the scheduled orders  </code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Reoptimizing routes
 Given routes have assigned stops and orders  
 And the user requests to reoptimize the routes  
 When the system reoptimizes the routes  
 Then we recalculate the stop sequence for all routes  
 And the routes are updated to reflect the optimized schedules  
 And the system ensures improved efficiency of the routes </code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Moving stops triggers compute-schedule on the route losing stops, and best-insert on the route adding stops
 Given Route A has assigned stops  
 And stops need to be moved to Route B  
 When the stops are moved from Route A to Route B  
 Then the system triggers compute-schedule for Route A and best-insert for Route B 
 And Route B reflects the newly assigned stops </code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Unscheduling an order removes it from the route  
 Given Route A has orders assigned  
 And an order is scheduled for removal  
 When the order is unscheduled from Route A  
 Then the system removes the order from Route A  
 And the system updates the route schedule</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Moving an order updates the route sequence  
 Given Route A has multiple stops with orders  
 And an order needs to change its position in the route  
 When the order is moved to a new position within Route A  
 Then the system updates the sequence of stops in Route A  
 And the updated route schedule is returned  </code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Reversing a route updates the stop order  
 Given Route A has stops in a specific sequence  
 And the user requests to reverse the route  
 When the system reverses the route  
 Then the stops in Route A appear in reverse order  
 And the system updates the schedule to reflect the reversed sequence</code></pre>",Draft
1161120,User can optimize routes with time of day with time windows,2025-04-17T01:24:53.728Z,Workspace Management,,Draft
156,Dispatchers can manage workspaces,2024-01-31T03:06:05.180Z,Roles / Permisisons,,Draft
157,Read-only users cannot manage workspaces,2024-01-31T03:06:05.182Z,Roles / Permisisons,,Draft
158,Drivers cannot manage workspaces,2024-01-31T03:06:05.186Z,Roles / Permisisons,,Draft
265256,Read-only user cannot manage experimental feature setting,2024-05-09T22:19:55.657Z,Roles / Permisisons,"<p>Given the organization is enrolled to access experimental features               </p>
<p>When a read-only user navigates to workspace settings</p>
<p>Then read-only user can only view the current state of the Optimize with GA setting</p>
<p>And cannot update the current state of the setting</p>",Draft
265257,Dispatcher user can manage experimental feature settings,2024-05-09T22:21:50.534Z,Roles / Permisisons,<p>Given the organization is enrolled to access experimental features When a dispatcher user navigates to any workspace settings page Then the user can manage the experimental features by enabling or disabling these settings.</p>,Draft
12241,User can create an organization,2024-02-13T02:50:03.895Z,Organization Management,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Creating a New Company
  Given the user is on the signup page
  When the user enters valid company creation details
  And completes the user creation step
  Then a new company should be created
  And a Stripe customer should be created for the company</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Require Company Name
  Given the user is on the signup page
  And has not entered a company name
  When the user tries to proceed
  Then the user should be blocked from proceeding</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Preventing Organization Creation with Name Containing Weblink
  Given the user is on the organization creation page
  When the user enters ""&lt;organizationName&gt;"" as the organization name
  And attempts to create the organization
  Then the creation should be rejected
  And a message indicating invalid organization name should be displayed

  Examples: 
    | organizationName                 |
    | MyCompany http://mywebsite.com   |
    | ExampleOrg www.example.org       |
    | TechCo https://tech.example.net  |
    | BusinessInc ftp://files.business |
    | Store1234 www.store.shop         |
    | Store1234 store.shop             |</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Rejecting Company Names with Non-Visible Characters Forming a URL
  Given the user is on the company creation form
  When the user enters a ""&lt;company name&gt;"" with non-visible characters mimicking a URL format
  Then the system should identify the company name as invalid
  And the form cannot be submitted
  And message indicating invalid organization name should be d displayed

  Examples: 
    | badlink.­com | //Copy paste this example, it has a non printable character in it</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Company website is optional
	Given the user is on the signup page
	And has not provided a company website
	When the user tries to proceed
	Then they should not be blocked</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Preventing Company Creation with Invalid Website URL
  Given the user is on the company creation page
  When the user enters ""&lt;invalidURL&gt;"" as the website URL
  And attempts to create the company
  Then the form cannot be submitted
  And user is instructed to enter a valid URL

  Examples: 
    | invalidURL           |
    | http://invalid.tld   |
    | www.nosuchdomain.xyz |
    | http://.com          |
    | ftp://invalid.com    |
    | justtextwithoutdot   |</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Tracking Company Created Event
	Given a user is in the company creation flow
	When the user succesfully creates a company
	Then a 'Company Created' event should be tracked
	And a company profile should be created with the relevant company information</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Editing company name as admin
  Given the user is on the company settings page
  And the user has admin permissions
  When the user updates the company name to ""New name""
  Then the change should be saved
  And a success message should be shown</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Company name edit triggers analytics event
  Given the user successfully updates the company name
  Then a ""Company name updated"" analytics event should be fired
  And it should include previous and new values</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Dispatcher and read only users cannot edit company name
  Given the user does not have admin permissions
  Then the company name input should be read-only</code></pre>",Draft
151573,Send Invite,2024-04-16T16:03:42.935Z,Managing Teammates,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Invite users to an org
  Given a user is an admin in an org
  When they invite a teammate with one or more roles
  Then an invite is created with those roles
  And an invite email is sent if if the user does not yet have a Routific account</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Dispatchers cannot invite drivers
  Given a user is a dispatcher but not an admin in an org
  When the dispatcher attempts to invite a driver
  Then the action is blocked
  And the dispatcher sees feedback to ask their admin for invite privileges</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Invite teammate with optional Name in the member invite	
	Given the user has necessary permisson to invite teammates 
	And includes a Name in the invite 
	And assigned an available role
	When user sends the teammate invitation 
	Then the invite email received by the employee is personalized using the provided name</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Block invite if teammate already exists.
	Given the user has necessary permisson to invite teammates
	And inputs the email of an existing teammate.
	When user submits the invite
	Then they are blocked and given feedback that the teammate already exists in the org
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Revoke a pending invite
  Given an invite is pending
  And the user has an admin role
  When they revoke the invite
  Then the invite is marked revoked
  And the invite cannot be accepted</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Invites expire after 30 days
  Given an invite is pending
  When 30 days pass from the creation of the invite
  Then the invite is marked expired
  And the invite cannot be accepted</code></pre>",Draft
151574,Accept Invite,2024-04-16T16:06:10.219Z,Managing Teammates,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successful attempt using email &amp; password
	Given the invited user followed a valid invite link
	And input a name, valid email and acceptable password
	When they submit the form
	Then a routific account is created using the name, email 
	And the user added to the org that sent the invite
	And the user is assigned the role specified in the invite
	And the pending status for the corresponding invite is updated in the invite table 
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successful attempt using Google SSO
	Given the invited user followed a valid invite link
	And chose to continue with Google
	When they successfully authenticate with Google SSO
	Then a routific account is created using the name and email returned by Google
	And the user added to the org that sent the invite
	And the user is assigned the role specified in the invite 
	And the pending status for the corresponding invite is updated in the invite table
		</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successful attempt using Apple SSO
	Given the invited user followed a valid invite link
	And chose to continue with Apple
	When they successfully authenticate with Apple account
	Then a routific account is created using the name and email returned by Apple
	And the user added to the org that sent the invite
	And the user is assigned the role specified in the invite
	And the pending status for the corresponding invite is updated in the invite table  
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Unsuccessful attempt for existing accounts
	Given the invited user followed a valid invite link
	And uses an email that already has an existing routific account 
	When they try to sign up and accept invite
	Then they are blocked and shown feedeback that the account already exists
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Unsuccessful attempt using an already used invite link
	Given the corresponding invite has already been accepted
	When the user opens an used invite link
	Then they can not use the link to accept the invite
	And are shown feedback that invite is no longer valid</code></pre>",Draft
